traveller_id,cus_o,cus_d,highest_pl,whether_request
t211,Nesbyholmvej 1,Orientkaj 4,None,N
t1208,Borgbjergsvej 43,Bispebjerg Bakke 22,None,N
t1239,Borgbjergsvej 43,Dronninglundvej 12,None,N
t941,Borups Plads (overfor Stefansgade 73),Nesbyholmvej 1,2,Y
t515,Esthersvej 34,Solvgade 11,None,N
t672,Orientkaj 4,Solvgade 11,None,N
t679,Orientkaj 4,Drechselsgade 13,None,N
t1425,Dronninglundvej 12,Frederik Vs Vej 13  (Rigshospital P huset),None,N
t953,Borups Plads (overfor Stefansgade 73),Orientkaj 4,None,N
t1406,Dronninglundvej 12,Solvgade 11,None,N
t89,Bispebjerg Bakke 22,Esthersvej 34,None,N
t524,Esthersvej 34,Orientkaj 4,None,N
t1374,Dronninglundvej 12,Drechselsgade 13,None,N
t612,Drechselsgade 13,Frederik Vs Vej 13  (Rigshospital P huset),None,N
t368,Solvgade 11,Orientkaj 4,None,N
t484,Esthersvej 34,Orientkaj 4,3,Y
t366,Solvgade 11,Drechselsgade 13,None,N
t92,Bispebjerg Bakke 22,Drechselsgade 13,None,N
t705,Orientkaj 4,Bispebjerg Bakke 22,None,N
t1124,Frederik Vs Vej 13  (Rigshospital P huset),Dronninglundvej 12,None,N
t1095,Frederik Vs Vej 13  (Rigshospital P huset),Nesbyholmvej 1,None,N
t647,Drechselsgade 13,Borups Plads (overfor Stefansgade 73),None,N
t1270,Borgbjergsvej 43,Frederik Vs Vej 13  (Rigshospital P huset),None,N
t736,Orientkaj 4,Dronninglundvej 12,None,N
t120,Bispebjerg Bakke 22,Nesbyholmvej 1,None,N
t1375,Dronninglundvej 12,Drechselsgade 13,4,Y
t101,Bispebjerg Bakke 22,Borups Plads (overfor Stefansgade 73),None,N
t373,Solvgade 11,Borups Plads (overfor Stefansgade 73),None,N
t1276,Borgbjergsvej 43,Dronninglundvej 12,None,N
t902,Borups Plads (overfor Stefansgade 73),Nesbyholmvej 1,1,Y
t628,Drechselsgade 13,Nesbyholmvej 1,None,N
t212,Nesbyholmvej 1,Orientkaj 4,None,N
t367,Solvgade 11,Orientkaj 4,None,N
t485,Esthersvej 34,Orientkaj 4,None,N
t476,Esthersvej 34,Solvgade 11,None,N
t356,Solvgade 11,Nesbyholmvej 1,None,N
t952,Borups Plads (overfor Stefansgade 73),Drechselsgade 13,None,N
t909,Borups Plads (overfor Stefansgade 73),Esthersvej 34,None,N
