traveller_id,cus_o,cus_d,highest_pl,whether_request
t176,Nesbyholmvej 1,Egirsgade 65,None,N
t174,Nesbyholmvej 1,Bygmestervej 59,None,N
t704,Orientkaj 4,Bispebjerg Bakke 22,None,N
t113,Bispebjerg Bakke 22,Dronninglundvej 12,None,N
t372,Solvgade 11,Egirsgade 65,None,N
t665,Orientkaj 4,Bispebjerg Bakke 22,None,N
t198,Nesbyholmvej 1,Bispebjerg Bakke 22,4,Y
t87,Bispebjerg Bakke 22,Amalievej 1,None,N
t221,Nesbyholmvej 1,Frederik Vs Vej 13  (Rigshospital P huset),None,N
t628,Drechselsgade 13,Nesbyholmvej 1,None,N
t463,Amalievej 1,Dronninglundvej 12,None,N
t737,Orientkaj 4,Dronninglundvej 12,None,N
t876,Egirsgade 65,Orientkaj 4,None,N
t315,Solvgade 11,Bispebjerg Bakke 22,None,N
t590,Drechselsgade 13,Nesbyholmvej 1,None,N
t1110,Frederik Vs Vej 13  (Rigshospital P huset),Bygmestervej 59,2,Y
t643,Drechselsgade 13,Bygmestervej 59,None,N
t173,Nesbyholmvej 1,Orientkaj 4,None,N
t667,Orientkaj 4,Nesbyholmvej 1,None,N
t317,Solvgade 11,Nesbyholmvej 1,None,N
t371,Solvgade 11,Egirsgade 65,None,N
t330,Solvgade 11,Bygmestervej 59,None,N
t795,Bygmestervej 59,Drechselsgade 13,None,N
t797,Bygmestervej 59,Orientkaj 4,None,N
t798,Bygmestervej 59,Orientkaj 4,None,N
t410,Amalievej 1,Egirsgade 65,None,N
t121,Bispebjerg Bakke 22,Nesbyholmvej 1,1,Y
t717,Orientkaj 4,Drechselsgade 13,None,N
t211,Nesbyholmvej 1,Orientkaj 4,None,N
t164,Nesbyholmvej 1,Solvgade 11,None,N
t620,Drechselsgade 13,Dronninglundvej 12,None,N
t1413,Dronninglundvej 12,Drechselsgade 13,None,N
t332,Solvgade 11,Egirsgade 65,1,Y
t627,Drechselsgade 13,Bispebjerg Bakke 22,None,N
t408,Amalievej 1,Bygmestervej 59,4,Y
t213,Nesbyholmvej 1,Bygmestervej 59,3,Y
t790,Bygmestervej 59,Amalievej 1,None,N
t681,Orientkaj 4,Bygmestervej 59,None,N
t132,Bispebjerg Bakke 22,Drechselsgade 13,None,N
t409,Amalievej 1,Bygmestervej 59,None,N
t404,Amalievej 1,Drechselsgade 13,None,N
t125,Bispebjerg Bakke 22,Solvgade 11,None,N
t1125,Frederik Vs Vej 13  (Rigshospital P huset),Dronninglundvej 12,2,Y
t690,Orientkaj 4,Frederik Vs Vej 13  (Rigshospital P huset),None,N
t1400,Dronninglundvej 12,Bispebjerg Bakke 22,1,Y
t711,Orientkaj 4,Solvgade 11,None,N
t370,Solvgade 11,Bygmestervej 59,None,N
t365,Solvgade 11,Drechselsgade 13,None,N
t728,Orientkaj 4,Frederik Vs Vej 13  (Rigshospital P huset),2,Y
t1414,Dronninglundvej 12,Orientkaj 4,None,N
t1417,Dronninglundvej 12,Bygmestervej 59,4,Y
t829,Egirsgade 65,Amalievej 1,None,N
t424,Amalievej 1,Dronninglundvej 12,None,N
t1405,Dronninglundvej 12,Solvgade 11,None,N
t668,Orientkaj 4,Nesbyholmvej 1,2,Y
t165,Nesbyholmvej 1,Amalievej 1,None,N
t394,Amalievej 1,Nesbyholmvej 1,1,Y
t333,Solvgade 11,Egirsgade 65,None,N
t589,Drechselsgade 13,Nesbyholmvej 1,None,N
t411,Amalievej 1,Egirsgade 65,None,N
t449,Amalievej 1,Egirsgade 65,None,N
t712,Orientkaj 4,Amalievej 1,None,N
t1108,Frederik Vs Vej 13  (Rigshospital P huset),Orientkaj 4,None,N
t814,Bygmestervej 59,Dronninglundvej 12,2,Y
t767,Bygmestervej 59,Frederik Vs Vej 13  (Rigshospital P huset),None,N
t1387,Dronninglundvej 12,Frederik Vs Vej 13  (Rigshospital P huset),None,N
t1093,Frederik Vs Vej 13  (Rigshospital P huset),Bispebjerg Bakke 22,None,N
t214,Nesbyholmvej 1,Bygmestervej 59,3,Y
t360,Solvgade 11,Amalievej 1,None,N
t674,Orientkaj 4,Amalievej 1,None,N
t1425,Dronninglundvej 12,Frederik Vs Vej 13  (Rigshospital P huset),1,Y
t866,Egirsgade 65,Solvgade 11,None,N
t1087,Frederik Vs Vej 13  (Rigshospital P huset),Dronninglundvej 12,None,N
t604,Drechselsgade 13,Bygmestervej 59,None,N
t683,Orientkaj 4,Egirsgade 65,1,Y
t88,Bispebjerg Bakke 22,Amalievej 1,None,N
t720,Orientkaj 4,Bygmestervej 59,None,N
t640,Drechselsgade 13,Orientkaj 4,None,N
t151,Bispebjerg Bakke 22,Dronninglundvej 12,None,N
t775,Bygmestervej 59,Dronninglundvej 12,1,Y
t593,Drechselsgade 13,Solvgade 11,None,N
t346,Solvgade 11,Dronninglundvej 12,None,N
t635,Drechselsgade 13,Amalievej 1,None,N
t828,Egirsgade 65,Solvgade 11,None,N
t807,Bygmestervej 59,Frederik Vs Vej 13  (Rigshospital P huset),None,N
t353,Solvgade 11,Bispebjerg Bakke 22,None,N
t356,Solvgade 11,Nesbyholmvej 1,None,N
t354,Solvgade 11,Bispebjerg Bakke 22,None,N
t406,Amalievej 1,Orientkaj 4,None,N
t94,Bispebjerg Bakke 22,Orientkaj 4,None,N
t202,Nesbyholmvej 1,Solvgade 11,1,Y
t1380,Dronninglundvej 12,Egirsgade 65,None,N
t92,Bispebjerg Bakke 22,Drechselsgade 13,None,N
t152,Bispebjerg Bakke 22,Dronninglundvej 12,3,Y
t86,Bispebjerg Bakke 22,Solvgade 11,None,N
t632,Drechselsgade 13,Solvgade 11,None,N
t405,Amalievej 1,Drechselsgade 13,None,N
t131,Bispebjerg Bakke 22,Drechselsgade 13,None,N
t1124,Frederik Vs Vej 13  (Rigshospital P huset),Dronninglundvej 12,None,N
t729,Orientkaj 4,Frederik Vs Vej 13  (Rigshospital P huset),None,N
t124,Bispebjerg Bakke 22,Solvgade 11,None,N
t450,Amalievej 1,Egirsgade 65,None,N
t594,Drechselsgade 13,Solvgade 11,None,N
t1095,Frederik Vs Vej 13  (Rigshospital P huset),Nesbyholmvej 1,None,N
t619,Drechselsgade 13,Dronninglundvej 12,None,N
t673,Orientkaj 4,Amalievej 1,None,N
t172,Nesbyholmvej 1,Orientkaj 4,None,N
t134,Bispebjerg Bakke 22,Orientkaj 4,None,N
t1415,Dronninglundvej 12,Orientkaj 4,None,N
t1399,Dronninglundvej 12,Bispebjerg Bakke 22,None,N
t745,Bygmestervej 59,Nesbyholmvej 1,None,N
t85,Bispebjerg Bakke 22,Solvgade 11,None,N
t95,Bispebjerg Bakke 22,Orientkaj 4,None,N
t873,Egirsgade 65,Drechselsgade 13,None,N
t339,Solvgade 11,Frederik Vs Vej 13  (Rigshospital P huset),None,N
t750,Bygmestervej 59,Solvgade 11,None,N
t1377,Dronninglundvej 12,Orientkaj 4,None,N
t788,Bygmestervej 59,Solvgade 11,None,N
t644,Drechselsgade 13,Egirsgade 65,3,Y
t448,Amalievej 1,Bygmestervej 59,None,N
t835,Egirsgade 65,Drechselsgade 13,1,Y
t392,Amalievej 1,Bispebjerg Bakke 22,None,N
t679,Orientkaj 4,Drechselsgade 13,None,N
t785,Bygmestervej 59,Nesbyholmvej 1,2,Y
t641,Drechselsgade 13,Orientkaj 4,None,N
t634,Drechselsgade 13,Amalievej 1,None,N
t386,Solvgade 11,Dronninglundvej 12,None,N
t163,Nesbyholmvej 1,Solvgade 11,None,N
t658,Drechselsgade 13,Dronninglundvej 12,None,N
t438,Amalievej 1,Solvgade 11,None,N
t666,Orientkaj 4,Bispebjerg Bakke 22,None,N
t756,Bygmestervej 59,Drechselsgade 13,None,N
t633,Drechselsgade 13,Solvgade 11,None,N
t368,Solvgade 11,Orientkaj 4,None,N
t689,Orientkaj 4,Frederik Vs Vej 13  (Rigshospital P huset),None,N
t1369,Dronninglundvej 12,Amalievej 1,None,N
t158,Nesbyholmvej 1,Bispebjerg Bakke 22,None,N
t215,Nesbyholmvej 1,Egirsgade 65,None,N
t204,Nesbyholmvej 1,Amalievej 1,None,N
t722,Orientkaj 4,Egirsgade 65,None,N
t416,Amalievej 1,Frederik Vs Vej 13  (Rigshospital P huset),None,N
t1418,Dronninglundvej 12,Egirsgade 65,2,Y
t144,Bispebjerg Bakke 22,Frederik Vs Vej 13  (Rigshospital P huset),None,N
t398,Amalievej 1,Solvgade 11,None,N
t629,Drechselsgade 13,Nesbyholmvej 1,None,N
t355,Solvgade 11,Nesbyholmvej 1,None,N
t105,Bispebjerg Bakke 22,Frederik Vs Vej 13  (Rigshospital P huset),None,N
t606,Drechselsgade 13,Egirsgade 65,None,N
t602,Drechselsgade 13,Orientkaj 4,None,N
t1111,Frederik Vs Vej 13  (Rigshospital P huset),Bygmestervej 59,None,N
t718,Orientkaj 4,Drechselsgade 13,None,N
t328,Solvgade 11,Orientkaj 4,None,N
t1419,Dronninglundvej 12,Egirsgade 65,None,N
t361,Solvgade 11,Amalievej 1,None,N
t329,Solvgade 11,Orientkaj 4,None,N
t1376,Dronninglundvej 12,Orientkaj 4,None,N
t338,Solvgade 11,Frederik Vs Vej 13  (Rigshospital P huset),None,N
