traveller_id,cus_o,cus_d,highest_pl,whether_request
t944,Borups Plads (overfor Stefansgade 73),Solvgade 11,None,N
t334,Solvgade 11,Borups Plads (overfor Stefansgade 73),None,N
t33,Albaniensgade 4,Vigerslev Venge 60,None,N
t1197,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Borgbjergsvej 43,None,N
t1137,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Solvgade 11,None,N
t1266,Borgbjergsvej 43,Borups Plads (overfor Stefansgade 73),None,N
t953,Borups Plads (overfor Stefansgade 73),Orientkaj 4,None,N
t139,Bispebjerg Bakke 22,Borups Plads (overfor Stefansgade 73),None,N
t314,Solvgade 11,Bispebjerg Bakke 22,None,N
t1321,Vigerslev Venge 60,Albaniensgade 4,None,N
t382,Solvgade 11,Borgbjergsvej 43,1,Y
t118,Bispebjerg Bakke 22,Albaniensgade 4,None,N
t79,Bispebjerg Bakke 22,Albaniensgade 4,None,N
t112,Bispebjerg Bakke 22,Dronninglundvej 12,None,N
t145,Bispebjerg Bakke 22,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),None,N
t117,Bispebjerg Bakke 22,Albaniensgade 4,None,N
t149,Bispebjerg Bakke 22,Vigerslev Venge 60,None,N
t1200,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Dronninglundvej 12,None,N
t914,Borups Plads (overfor Stefansgade 73),Orientkaj 4,None,N
t109,Bispebjerg Bakke 22,Borgbjergsvej 43,None,N
t328,Solvgade 11,Orientkaj 4,None,N
t63,Albaniensgade 4,Arne Jacobsens Alle 7,None,N
t1376,Dronninglundvej 12,Orientkaj 4,None,N
t1431,Dronninglundvej 12,Vigerslev Venge 60,1,Y
t1344,Vigerslev Venge 60,Borups Plads (overfor Stefansgade 73),None,N
t1193,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Arne Jacobsens Alle 7,None,N
t1306,Vigerslev Venge 60,Arne Jacobsens Alle 7,None,N
t1208,Borgbjergsvej 43,Bispebjerg Bakke 22,None,N
t734,Orientkaj 4,Vigerslev Venge 60,None,N
t731,Orientkaj 4,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),None,N
t960,Borups Plads (overfor Stefansgade 73),Arne Jacobsens Alle 7,None,N
t380,Solvgade 11,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),None,N
t938,Borups Plads (overfor Stefansgade 73),Bispebjerg Bakke 22,None,N
t337,Solvgade 11,Arne Jacobsens Alle 7,None,N
t1393,Dronninglundvej 12,Vigerslev Venge 60,None,N
t693,Orientkaj 4,Borgbjergsvej 43,None,N
t134,Bispebjerg Bakke 22,Orientkaj 4,None,N
t142,Bispebjerg Bakke 22,Arne Jacobsens Alle 7,None,N
t1421,Dronninglundvej 12,Borups Plads (overfor Stefansgade 73),None,N
t724,Orientkaj 4,Borups Plads (overfor Stefansgade 73),None,N
t1152,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Borups Plads (overfor Stefansgade 73),1,Y
t381,Solvgade 11,Borgbjergsvej 43,None,N
t1420,Dronninglundvej 12,Borups Plads (overfor Stefansgade 73),1,Y
t1299,Vigerslev Venge 60,Orientkaj 4,None,N
t931,Borups Plads (overfor Stefansgade 73),Dronninglundvej 12,None,N
t1251,Borgbjergsvej 43,Solvgade 11,None,N
t725,Orientkaj 4,Borups Plads (overfor Stefansgade 73),None,N
t1360,Dronninglundvej 12,Albaniensgade 4,None,N
t968,Borups Plads (overfor Stefansgade 73),Vigerslev Venge 60,None,N
t23,Albaniensgade 4,Borups Plads (overfor Stefansgade 73),None,N
t22,Albaniensgade 4,Borups Plads (overfor Stefansgade 73),None,N
t147,Bispebjerg Bakke 22,Borgbjergsvej 43,None,N
t1198,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Vigerslev Venge 60,None,N
t55,Albaniensgade 4,Orientkaj 4,None,N
t1368,Dronninglundvej 12,Solvgade 11,None,N
t124,Bispebjerg Bakke 22,Solvgade 11,None,N
t374,Solvgade 11,Borups Plads (overfor Stefansgade 73),None,N
t47,Albaniensgade 4,Solvgade 11,None,N
t379,Solvgade 11,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),None,N
t1289,Vigerslev Venge 60,Solvgade 11,None,N
t146,Bispebjerg Bakke 22,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),1,Y
t1191,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Borups Plads (overfor Stefansgade 73),None,N
t697,Orientkaj 4,Dronninglundvej 12,None,N
t1268,Borgbjergsvej 43,Arne Jacobsens Alle 7,None,N
t30,Albaniensgade 4,Borgbjergsvej 43,None,N
t702,Orientkaj 4,Albaniensgade 4,None,N
t35,Albaniensgade 4,Dronninglundvej 12,2,Y
t899,Borups Plads (overfor Stefansgade 73),Bispebjerg Bakke 22,None,N
t385,Solvgade 11,Dronninglundvej 12,None,N
t687,Orientkaj 4,Arne Jacobsens Alle 7,None,N
t999,Arne Jacobsens Alle 7,Borups Plads (overfor Stefansgade 73),None,N
t1129,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Albaniensgade 4,None,N
t1169,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Bispebjerg Bakke 22,None,N
t930,Borups Plads (overfor Stefansgade 73),Vigerslev Venge 60,None,N
t1244,Borgbjergsvej 43,Albaniensgade 4,3,Y
t1322,Vigerslev Venge 60,Bispebjerg Bakke 22,None,N
t898,Borups Plads (overfor Stefansgade 73),Albaniensgade 4,4,Y
t1222,Borgbjergsvej 43,Orientkaj 4,None,N
t2,Albaniensgade 4,Bispebjerg Bakke 22,None,N
t961,Borups Plads (overfor Stefansgade 73),Arne Jacobsens Alle 7,None,N
t24,Albaniensgade 4,Arne Jacobsens Alle 7,None,N
t1199,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Vigerslev Venge 60,None,N
t1230,Borgbjergsvej 43,Arne Jacobsens Alle 7,None,N
t927,Borups Plads (overfor Stefansgade 73),Borgbjergsvej 43,3,Y
t1315,Vigerslev Venge 60,Dronninglundvej 12,None,N
t353,Solvgade 11,Bispebjerg Bakke 22,None,N
t1390,Dronninglundvej 12,Borgbjergsvej 43,None,N
t1228,Borgbjergsvej 43,Borups Plads (overfor Stefansgade 73),None,N
t1190,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Borups Plads (overfor Stefansgade 73),1,Y
t17,Albaniensgade 4,Orientkaj 4,None,N
t72,Albaniensgade 4,Vigerslev Venge 60,None,N
t1391,Dronninglundvej 12,Borgbjergsvej 43,None,N
t736,Orientkaj 4,Dronninglundvej 12,None,N
t73,Albaniensgade 4,Dronninglundvej 12,None,N
t1272,Borgbjergsvej 43,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),3,Y
t343,Solvgade 11,Borgbjergsvej 43,None,N
t965,Borups Plads (overfor Stefansgade 73),Soborg Hovedgade 88 /Carl Blochs Alle (p plads),None,N
t1252,Borgbjergsvej 43,Solvgade 11,None,N
t932,Borups Plads (overfor Stefansgade 73),Dronninglundvej 12,2,Y
t103,Bispebjerg Bakke 22,Arne Jacobsens Alle 7,None,N
t735,Orientkaj 4,Vigerslev Venge 60,None,N
t1167,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Albaniensgade 4,4,Y
t976,Arne Jacobsens Alle 7,Albaniensgade 4,None,N
t1346,Vigerslev Venge 60,Arne Jacobsens Alle 7,None,N
t663,Orientkaj 4,Albaniensgade 4,None,N
t1185,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Orientkaj 4,None,N
t351,Solvgade 11,Albaniensgade 4,None,N
t1312,Vigerslev Venge 60,Borgbjergsvej 43,None,N
t727,Orientkaj 4,Arne Jacobsens Alle 7,None,N
t695,Orientkaj 4,Vigerslev Venge 60,None,N
t1361,Dronninglundvej 12,Bispebjerg Bakke 22,None,N
t313,Solvgade 11,Albaniensgade 4,None,N
t1422,Dronninglundvej 12,Arne Jacobsens Alle 7,None,N
t1397,Dronninglundvej 12,Albaniensgade 4,None,N
t726,Orientkaj 4,Arne Jacobsens Alle 7,None,N
t730,Orientkaj 4,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),None,N
t68,Albaniensgade 4,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),None,N
t922,Borups Plads (overfor Stefansgade 73),Arne Jacobsens Alle 7,None,N
