traveller_id,cus_o,cus_d,highest_pl,whether_request
t460,Amalievej 1,Borgbjergsvej 43,None,N
t1506,Westend 8,Borgbjergsvej 43,3,Y
t283,Halvtolv 19,Amalievej 1,None,N
t648,Drechselsgade 13,Arne Jacobsens Alle 7,None,N
t951,Borups Plads (overfor Stefansgade 73),Drechselsgade 13,3,Y
t463,Amalievej 1,Dronninglundvej 12,1,Y
t928,Borups Plads (overfor Stefansgade 73),Borgbjergsvej 43,None,N
t1538,Westend 8,Arne Jacobsens Alle 7,None,N
t673,Orientkaj 4,Amalievej 1,None,N
t908,Borups Plads (overfor Stefansgade 73),Amalievej 1,None,N
t1536,Westend 8,Borups Plads (overfor Stefansgade 73),None,N
t814,Bygmestervej 59,Dronninglundvej 12,None,N
t795,Bygmestervej 59,Drechselsgade 13,None,N
t253,Halvtolv 19,Bygmestervej 59,None,N
t787,Bygmestervej 59,Halvtolv 19,None,N
t990,Arne Jacobsens Alle 7,Drechselsgade 13,None,N
t798,Bygmestervej 59,Orientkaj 4,None,N
t986,Arne Jacobsens Alle 7,Amalievej 1,None,N
t907,Borups Plads (overfor Stefansgade 73),Amalievej 1,None,N
t1548,Westend 8,Dronninglundvej 12,None,N
t290,Halvtolv 19,Orientkaj 4,None,N
t641,Drechselsgade 13,Orientkaj 4,4,Y
t1412,Dronninglundvej 12,Drechselsgade 13,None,N
t1211,Borgbjergsvej 43,Halvtolv 19,None,N
t291,Halvtolv 19,Bygmestervej 59,None,N
t1239,Borgbjergsvej 43,Dronninglundvej 12,1,Y
t630,Drechselsgade 13,Halvtolv 19,None,N
t737,Orientkaj 4,Dronninglundvej 12,None,N
t679,Orientkaj 4,Drechselsgade 13,None,N
t738,Orientkaj 4,Westend 8,None,N
t271,Halvtolv 19,Westend 8,None,N
t1404,Dronninglundvej 12,Halvtolv 19,None,N
t298,Halvtolv 19,Arne Jacobsens Alle 7,None,N
t1413,Dronninglundvej 12,Drechselsgade 13,None,N
t972,Borups Plads (overfor Stefansgade 73),Westend 8,None,N
t765,Bygmestervej 59,Arne Jacobsens Alle 7,None,N
t772,Bygmestervej 59,Borgbjergsvej 43,1,Y
t1263,Borgbjergsvej 43,Bygmestervej 59,1,Y
t249,Halvtolv 19,Drechselsgade 13,None,N
t1378,Dronninglundvej 12,Bygmestervej 59,None,N
t960,Borups Plads (overfor Stefansgade 73),Arne Jacobsens Alle 7,None,N
t464,Amalievej 1,Dronninglundvej 12,None,N
t649,Drechselsgade 13,Arne Jacobsens Alle 7,None,N
t758,Bygmestervej 59,Orientkaj 4,None,N
t912,Borups Plads (overfor Stefansgade 73),Drechselsgade 13,None,N
t1530,Westend 8,Orientkaj 4,None,N
t804,Bygmestervej 59,Arne Jacobsens Alle 7,None,N
t1215,Borgbjergsvej 43,Amalievej 1,4,Y
t748,Bygmestervej 59,Halvtolv 19,None,N
t1390,Dronninglundvej 12,Borgbjergsvej 43,None,N
t264,Halvtolv 19,Borgbjergsvej 43,None,N
t265,Halvtolv 19,Borgbjergsvej 43,None,N
t459,Amalievej 1,Borgbjergsvej 43,4,Y
t604,Drechselsgade 13,Bygmestervej 59,None,N
t436,Amalievej 1,Halvtolv 19,None,N
t454,Amalievej 1,Arne Jacobsens Alle 7,None,N
t661,Drechselsgade 13,Westend 8,None,N
t297,Halvtolv 19,Arne Jacobsens Alle 7,None,N
t1421,Dronninglundvej 12,Borups Plads (overfor Stefansgade 73),1,Y
t1221,Borgbjergsvej 43,Drechselsgade 13,4,Y
t1230,Borgbjergsvej 43,Arne Jacobsens Alle 7,None,N
t647,Drechselsgade 13,Borups Plads (overfor Stefansgade 73),None,N
t1240,Borgbjergsvej 43,Westend 8,None,N
t766,Bygmestervej 59,Arne Jacobsens Alle 7,None,N
t1416,Dronninglundvej 12,Bygmestervej 59,4,Y
t757,Bygmestervej 59,Drechselsgade 13,3,Y
t309,Halvtolv 19,Westend 8,None,N
t1223,Borgbjergsvej 43,Orientkaj 4,4,Y
t591,Drechselsgade 13,Halvtolv 19,None,N
t258,Halvtolv 19,Arne Jacobsens Alle 7,None,N
t971,Borups Plads (overfor Stefansgade 73),Dronninglundvej 12,2,Y
t1268,Borgbjergsvej 43,Arne Jacobsens Alle 7,None,N
t778,Bygmestervej 59,Westend 8,4,Y
t1467,Westend 8,Borgbjergsvej 43,1,Y
t751,Bygmestervej 59,Amalievej 1,3,Y
t619,Drechselsgade 13,Dronninglundvej 12,None,N
t1395,Dronninglundvej 12,Westend 8,None,N
t1382,Dronninglundvej 12,Borups Plads (overfor Stefansgade 73),None,N
t1528,Westend 8,Drechselsgade 13,None,N
t1470,Westend 8,Dronninglundvej 12,1,Y
t998,Arne Jacobsens Alle 7,Borups Plads (overfor Stefansgade 73),None,N
t447,Amalievej 1,Bygmestervej 59,1,Y
t775,Bygmestervej 59,Dronninglundvej 12,1,Y
t1269,Borgbjergsvej 43,Arne Jacobsens Alle 7,None,N
t1442,Westend 8,Halvtolv 19,None,N
t993,Arne Jacobsens Alle 7,Orientkaj 4,None,N
t405,Amalievej 1,Drechselsgade 13,1,Y
t259,Halvtolv 19,Arne Jacobsens Alle 7,None,N
t974,Borups Plads (overfor Stefansgade 73),Westend 8,None,N
t1432,Dronninglundvej 12,Westend 8,None,N
t425,Amalievej 1,Dronninglundvej 12,4,Y
t810,Bygmestervej 59,Borgbjergsvej 43,None,N
