traveller_id,cus_o,cus_d,highest_pl,whether_request
t534,Esthersvej 34,Frederik Vs Vej 13  (Rigshospital P huset),None,N
t943,Borups Plads (overfor Stefansgade 73),Halvtolv 19,None,N
t693,Orientkaj 4,Borgbjergsvej 43,None,N
t902,Borups Plads (overfor Stefansgade 73),Nesbyholmvej 1,3,Y
t899,Borups Plads (overfor Stefansgade 73),Bispebjerg Bakke 22,None,N
t665,Orientkaj 4,Bispebjerg Bakke 22,None,N
t278,Halvtolv 19,Nesbyholmvej 1,None,N
t368,Solvgade 11,Orientkaj 4,None,N
t476,Esthersvej 34,Solvgade 11,None,N
t186,Nesbyholmvej 1,Borgbjergsvej 43,None,N
t100,Bispebjerg Bakke 22,Borups Plads (overfor Stefansgade 73),None,N
t1211,Borgbjergsvej 43,Halvtolv 19,None,N
t167,Nesbyholmvej 1,Esthersvej 34,None,N
t472,Esthersvej 34,Nesbyholmvej 1,None,N
t512,Esthersvej 34,Nesbyholmvej 1,None,N
t953,Borups Plads (overfor Stefansgade 73),Orientkaj 4,None,N
t1094,Frederik Vs Vej 13  (Rigshospital P huset),Bispebjerg Bakke 22,None,N
t832,Egirsgade 65,Esthersvej 34,None,N
t120,Bispebjerg Bakke 22,Nesbyholmvej 1,None,N
t215,Nesbyholmvej 1,Egirsgade 65,1,Y
t187,Nesbyholmvej 1,Borgbjergsvej 43,None,N
t667,Orientkaj 4,Nesbyholmvej 1,None,N
t490,Esthersvej 34,Borups Plads (overfor Stefansgade 73),None,N
t1265,Borgbjergsvej 43,Egirsgade 65,None,N
t963,Borups Plads (overfor Stefansgade 73),Frederik Vs Vej 13  (Rigshospital P huset),None,N
t905,Borups Plads (overfor Stefansgade 73),Solvgade 11,None,N
t354,Solvgade 11,Bispebjerg Bakke 22,None,N
t516,Esthersvej 34,Solvgade 11,None,N
t323,Solvgade 11,Esthersvej 34,None,N
t1104,Frederik Vs Vej 13  (Rigshospital P huset),Esthersvej 34,None,N
t474,Esthersvej 34,Halvtolv 19,None,N
t238,Halvtolv 19,Nesbyholmvej 1,None,N
t709,Orientkaj 4,Halvtolv 19,None,N
t108,Bispebjerg Bakke 22,Borgbjergsvej 43,None,N
t261,Halvtolv 19,Frederik Vs Vej 13  (Rigshospital P huset),None,N
t134,Bispebjerg Bakke 22,Orientkaj 4,None,N
t255,Halvtolv 19,Egirsgade 65,None,N
t355,Solvgade 11,Nesbyholmvej 1,None,N
t237,Halvtolv 19,Bispebjerg Bakke 22,None,N
t362,Solvgade 11,Esthersvej 34,None,N
t148,Bispebjerg Bakke 22,Borgbjergsvej 43,1,Y
t849,Egirsgade 65,Borgbjergsvej 43,None,N
t264,Halvtolv 19,Borgbjergsvej 43,None,N
t728,Orientkaj 4,Frederik Vs Vej 13  (Rigshospital P huset),None,N
t250,Halvtolv 19,Orientkaj 4,None,N
t332,Solvgade 11,Egirsgade 65,None,N
t239,Halvtolv 19,Nesbyholmvej 1,None,N
t86,Bispebjerg Bakke 22,Solvgade 11,None,N
t867,Egirsgade 65,Solvgade 11,None,N
t275,Halvtolv 19,Bispebjerg Bakke 22,None,N
t222,Nesbyholmvej 1,Frederik Vs Vej 13  (Rigshospital P huset),None,N
t938,Borups Plads (overfor Stefansgade 73),Bispebjerg Bakke 22,1,Y
t495,Esthersvej 34,Frederik Vs Vej 13  (Rigshospital P huset),None,N
t1082,Frederik Vs Vej 13  (Rigshospital P huset),Borgbjergsvej 43,None,N
t1247,Borgbjergsvej 43,Nesbyholmvej 1,None,N
t338,Solvgade 11,Frederik Vs Vej 13  (Rigshospital P huset),None,N
t256,Halvtolv 19,Borups Plads (overfor Stefansgade 73),None,N
t538,Esthersvej 34,Borgbjergsvej 43,2,Y
t524,Esthersvej 34,Orientkaj 4,None,N
t265,Halvtolv 19,Borgbjergsvej 43,None,N
t1255,Borgbjergsvej 43,Esthersvej 34,None,N
t85,Bispebjerg Bakke 22,Solvgade 11,None,N
t900,Borups Plads (overfor Stefansgade 73),Bispebjerg Bakke 22,None,N
t824,Egirsgade 65,Nesbyholmvej 1,None,N
t494,Esthersvej 34,Frederik Vs Vej 13  (Rigshospital P huset),4,Y
t888,Egirsgade 65,Borgbjergsvej 43,None,N
t690,Orientkaj 4,Frederik Vs Vej 13  (Rigshospital P huset),None,N
t945,Borups Plads (overfor Stefansgade 73),Solvgade 11,None,N
t915,Borups Plads (overfor Stefansgade 73),Orientkaj 4,None,N
t1251,Borgbjergsvej 43,Solvgade 11,None,N
t89,Bispebjerg Bakke 22,Esthersvej 34,None,N
t324,Solvgade 11,Esthersvej 34,None,N
t277,Halvtolv 19,Nesbyholmvej 1,None,N
t281,Halvtolv 19,Solvgade 11,None,N
t724,Orientkaj 4,Borups Plads (overfor Stefansgade 73),None,N
t164,Nesbyholmvej 1,Solvgade 11,None,N
t84,Bispebjerg Bakke 22,Halvtolv 19,None,N
t1267,Borgbjergsvej 43,Borups Plads (overfor Stefansgade 73),None,N
t528,Esthersvej 34,Egirsgade 65,None,N
t725,Orientkaj 4,Borups Plads (overfor Stefansgade 73),None,N
t928,Borups Plads (overfor Stefansgade 73),Borgbjergsvej 43,4,Y
t236,Halvtolv 19,Bispebjerg Bakke 22,None,N
t837,Egirsgade 65,Orientkaj 4,None,N
t200,Nesbyholmvej 1,Halvtolv 19,None,N
t129,Bispebjerg Bakke 22,Esthersvej 34,None,N
t177,Nesbyholmvej 1,Egirsgade 65,None,N
t509,Esthersvej 34,Bispebjerg Bakke 22,None,N
t133,Bispebjerg Bakke 22,Orientkaj 4,None,N
t484,Esthersvej 34,Orientkaj 4,3,Y
t1260,Borgbjergsvej 43,Orientkaj 4,None,N
t489,Esthersvej 34,Egirsgade 65,None,N
t1213,Borgbjergsvej 43,Solvgade 11,None,N
t1246,Borgbjergsvej 43,Bispebjerg Bakke 22,1,Y
t909,Borups Plads (overfor Stefansgade 73),Esthersvej 34,None,N
t1209,Borgbjergsvej 43,Nesbyholmvej 1,None,N
t850,Egirsgade 65,Borgbjergsvej 43,None,N
t669,Orientkaj 4,Halvtolv 19,None,N
t172,Nesbyholmvej 1,Orientkaj 4,None,N
t962,Borups Plads (overfor Stefansgade 73),Frederik Vs Vej 13  (Rigshospital P huset),None,N
t382,Solvgade 11,Borgbjergsvej 43,None,N
vehicle_id,loc_css
sv0,Borups Plads (overfor Stefansgade 73)
sv1,Halvtolv 19
sv2,Husumvej (overfor 131)
sv3,Bispebjerg Bakke 22
sv4,Nesbyholmvej 1
sv5,Esthersvej 34
sv6,Borups Plads (overfor Stefansgade 73)
sv7,Arne Jacobsens Alle 7
sv8,Borups Plads (overfor Stefansgade 73)
sv9,Borups Plads (overfor Stefansgade 73)
sv10,Soborg Hovedgade 88 /Carl Blochs Alle (p plads)
sv11,Westend 8
sv12,Borgbjergsvej 43
