traveller_id,cus_o,cus_d,highest_pl,whether_request
t1420,Dronninglundvej 12,Borups Plads (overfor Stefansgade 73),None,N
t364,Solvgade 11,Husumvej (overfor 131),None,N
t1406,Dronninglundvej 12,Solvgade 11,None,N
t483,Esthersvej 34,Drechselsgade 13,None,N
t1515,Westend 8,Bispebjerg Bakke 22,None,N
t154,Bispebjerg Bakke 22,Westend 8,None,N
t886,Egirsgade 65,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),None,N
t1231,Borgbjergsvej 43,Arne Jacobsens Alle 7,None,N
t1181,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Husumvej (overfor 131),4,Y
t56,Albaniensgade 4,Orientkaj 4,None,N
t203,Nesbyholmvej 1,Solvgade 11,None,N
t702,Orientkaj 4,Albaniensgade 4,None,N
t516,Esthersvej 34,Solvgade 11,None,N
t552,Husumvej (overfor 131),Halvtolv 19,None,N
t582,Husumvej (overfor 131),Westend 8,None,N
t673,Orientkaj 4,Amalievej 1,2,Y
t633,Drechselsgade 13,Solvgade 11,None,N
t32,Albaniensgade 4,Vigerslev Venge 60,None,N
t174,Nesbyholmvej 1,Bygmestervej 59,None,N
t352,Solvgade 11,Albaniensgade 4,None,N
t859,Egirsgade 65,Albaniensgade 4,2,Y
t282,Halvtolv 19,Amalievej 1,None,N
t299,Halvtolv 19,Frederik Vs Vej 13  (Rigshospital P huset),None,N
t1160,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Vigerslev Venge 60,None,N
t447,Amalievej 1,Bygmestervej 59,None,N
t1102,Frederik Vs Vej 13  (Rigshospital P huset),Amalievej 1,1,Y
t1519,Westend 8,Halvtolv 19,None,N
t354,Solvgade 11,Bispebjerg Bakke 22,None,N
t575,Husumvej (overfor 131),Soborg Hovedgade 88 /Carl Blochs Alle (p plads),4,Y
t1478,Westend 8,Nesbyholmvej 1,None,N
t401,Amalievej 1,Esthersvej 34,None,N
t274,Halvtolv 19,Albaniensgade 4,1,Y
t876,Egirsgade 65,Orientkaj 4,None,N
t220,Nesbyholmvej 1,Arne Jacobsens Alle 7,None,N
t1212,Borgbjergsvej 43,Halvtolv 19,None,N
t1366,Dronninglundvej 12,Halvtolv 19,None,N
t1196,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Borgbjergsvej 43,None,N
t1285,Vigerslev Venge 60,Nesbyholmvej 1,None,N
t1469,Westend 8,Vigerslev Venge 60,None,N
t533,Esthersvej 34,Frederik Vs Vej 13  (Rigshospital P huset),2,Y
t1186,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Bygmestervej 59,4,Y
t478,Esthersvej 34,Amalievej 1,None,N
t1188,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Egirsgade 65,1,Y
t851,Egirsgade 65,Vigerslev Venge 60,None,N
t1400,Dronninglundvej 12,Bispebjerg Bakke 22,3,Y
t497,Esthersvej 34,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),4,Y
t254,Halvtolv 19,Egirsgade 65,1,Y
t1300,Vigerslev Venge 60,Bygmestervej 59,None,N
t1259,Borgbjergsvej 43,Drechselsgade 13,3,Y
t631,Drechselsgade 13,Halvtolv 19,None,N
t340,Solvgade 11,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),None,N
t1153,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Borups Plads (overfor Stefansgade 73),None,N
t966,Borups Plads (overfor Stefansgade 73),Borgbjergsvej 43,None,N
t831,Egirsgade 65,Esthersvej 34,None,N
t1311,Vigerslev Venge 60,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),None,N
t6,Albaniensgade 4,Halvtolv 19,None,N
t88,Bispebjerg Bakke 22,Amalievej 1,None,N
t235,Halvtolv 19,Albaniensgade 4,None,N
t518,Esthersvej 34,Amalievej 1,None,N
t153,Bispebjerg Bakke 22,Westend 8,None,N
t567,Husumvej (overfor 131),Egirsgade 65,2,Y
t1287,Vigerslev Venge 60,Halvtolv 19,None,N
t1080,Frederik Vs Vej 13  (Rigshospital P huset),Soborg Hovedgade 88 /Carl Blochs Alle (p plads),3,Y
t35,Albaniensgade 4,Dronninglundvej 12,None,N
t47,Albaniensgade 4,Solvgade 11,None,N
t547,Husumvej (overfor 131),Albaniensgade 4,4,Y
t57,Albaniensgade 4,Bygmestervej 59,4,Y
t829,Egirsgade 65,Amalievej 1,None,N
t1152,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Borups Plads (overfor Stefansgade 73),None,N
t1208,Borgbjergsvej 43,Bispebjerg Bakke 22,None,N
t806,Bygmestervej 59,Frederik Vs Vej 13  (Rigshospital P huset),1,Y
t54,Albaniensgade 4,Drechselsgade 13,2,Y
t1140,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Amalievej 1,None,N
t1177,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Amalievej 1,None,N
t1433,Dronninglundvej 12,Westend 8,None,N
t815,Bygmestervej 59,Dronninglundvej 12,None,N
t1105,Frederik Vs Vej 13  (Rigshospital P huset),Husumvej (overfor 131),None,N
t1475,Westend 8,Albaniensgade 4,2,Y
t788,Bygmestervej 59,Solvgade 11,None,N
t898,Borups Plads (overfor Stefansgade 73),Albaniensgade 4,None,N
