traveller_id,cus_o,cus_d,highest_pl,whether_request
t858,Egirsgade 65,Albaniensgade 4,None,N
t1323,Vigerslev Venge 60,Bispebjerg Bakke 22,None,N
t266,Halvtolv 19,Vigerslev Venge 60,None,N
t539,Esthersvej 34,Vigerslev Venge 60,None,N
t1469,Westend 8,Vigerslev Venge 60,None,N
t1220,Borgbjergsvej 43,Drechselsgade 13,None,N
t1500,Westend 8,Arne Jacobsens Alle 7,None,N
t161,Nesbyholmvej 1,Halvtolv 19,None,N
t156,Nesbyholmvej 1,Albaniensgade 4,None,N
t1171,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Nesbyholmvej 1,None,N
t88,Bispebjerg Bakke 22,Amalievej 1,2,Y
t713,Orientkaj 4,Amalievej 1,None,N
t599,Drechselsgade 13,Husumvej (overfor 131),None,N
t1543,Westend 8,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),None,N
t1366,Dronninglundvej 12,Halvtolv 19,None,N
t223,Nesbyholmvej 1,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),4,Y
t120,Bispebjerg Bakke 22,Nesbyholmvej 1,None,N
t373,Solvgade 11,Borups Plads (overfor Stefansgade 73),None,N
t1477,Westend 8,Bispebjerg Bakke 22,None,N
t1111,Frederik Vs Vej 13  (Rigshospital P huset),Bygmestervej 59,None,N
t864,Egirsgade 65,Halvtolv 19,None,N
t297,Halvtolv 19,Arne Jacobsens Alle 7,None,N
t887,Egirsgade 65,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),None,N
t369,Solvgade 11,Bygmestervej 59,None,N
t886,Egirsgade 65,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),1,Y
t213,Nesbyholmvej 1,Bygmestervej 59,4,Y
t891,Egirsgade 65,Vigerslev Venge 60,None,N
t778,Bygmestervej 59,Westend 8,None,N
t292,Halvtolv 19,Bygmestervej 59,None,N
t1106,Frederik Vs Vej 13  (Rigshospital P huset),Drechselsgade 13,None,N
t173,Nesbyholmvej 1,Orientkaj 4,None,N
t90,Bispebjerg Bakke 22,Esthersvej 34,None,N
t67,Albaniensgade 4,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),4,Y
t586,Drechselsgade 13,Albaniensgade 4,4,Y
t1260,Borgbjergsvej 43,Orientkaj 4,None,N
t1275,Borgbjergsvej 43,Vigerslev Venge 60,None,N
t935,Borups Plads (overfor Stefansgade 73),Westend 8,None,N
t1343,Vigerslev Venge 60,Borups Plads (overfor Stefansgade 73),None,N
t772,Bygmestervej 59,Borgbjergsvej 43,None,N
t1180,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Esthersvej 34,4,Y
t1423,Dronninglundvej 12,Arne Jacobsens Alle 7,1,Y
t1412,Dronninglundvej 12,Drechselsgade 13,3,Y
t1398,Dronninglundvej 12,Albaniensgade 4,2,Y
t1102,Frederik Vs Vej 13  (Rigshospital P huset),Amalievej 1,None,N
t1317,Vigerslev Venge 60,Westend 8,None,N
t1531,Westend 8,Orientkaj 4,None,N
t993,Arne Jacobsens Alle 7,Orientkaj 4,None,N
t129,Bispebjerg Bakke 22,Esthersvej 34,None,N
t452,Amalievej 1,Borups Plads (overfor Stefansgade 73),1,Y
t259,Halvtolv 19,Arne Jacobsens Alle 7,None,N
t1235,Borgbjergsvej 43,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),None,N
t945,Borups Plads (overfor Stefansgade 73),Solvgade 11,None,N
t1370,Dronninglundvej 12,Amalievej 1,None,N
t628,Drechselsgade 13,Nesbyholmvej 1,None,N
t1264,Borgbjergsvej 43,Egirsgade 65,None,N
t960,Borups Plads (overfor Stefansgade 73),Arne Jacobsens Alle 7,None,N
t411,Amalievej 1,Egirsgade 65,None,N
t4,Albaniensgade 4,Nesbyholmvej 1,None,N
t982,Arne Jacobsens Alle 7,Halvtolv 19,None,N
t643,Drechselsgade 13,Bygmestervej 59,4,Y
t407,Amalievej 1,Orientkaj 4,None,N
t243,Halvtolv 19,Amalievej 1,None,N
t1252,Borgbjergsvej 43,Solvgade 11,None,N
t972,Borups Plads (overfor Stefansgade 73),Westend 8,None,N
t152,Bispebjerg Bakke 22,Dronninglundvej 12,1,Y
t699,Orientkaj 4,Westend 8,None,N
t1335,Vigerslev Venge 60,Drechselsgade 13,None,N
t393,Amalievej 1,Bispebjerg Bakke 22,None,N
t1499,Westend 8,Arne Jacobsens Alle 7,None,N
t669,Orientkaj 4,Halvtolv 19,None,N
t1375,Dronninglundvej 12,Drechselsgade 13,None,N
t725,Orientkaj 4,Borups Plads (overfor Stefansgade 73),None,N
t1161,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Vigerslev Venge 60,None,N
t149,Bispebjerg Bakke 22,Vigerslev Venge 60,None,N
t1198,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Vigerslev Venge 60,None,N
t805,Bygmestervej 59,Arne Jacobsens Alle 7,None,N
t1388,Dronninglundvej 12,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),2,Y
t718,Orientkaj 4,Drechselsgade 13,None,N
t989,Arne Jacobsens Alle 7,Husumvej (overfor 131),None,N
t1462,Westend 8,Frederik Vs Vej 13  (Rigshospital P huset),None,N
t1540,Westend 8,Frederik Vs Vej 13  (Rigshospital P huset),None,N
t1121,Frederik Vs Vej 13  (Rigshospital P huset),Borgbjergsvej 43,2,Y
t389,Solvgade 11,Westend 8,None,N
t221,Nesbyholmvej 1,Frederik Vs Vej 13  (Rigshospital P huset),None,N
t991,Arne Jacobsens Alle 7,Drechselsgade 13,None,N
t1277,Borgbjergsvej 43,Dronninglundvej 12,None,N
t143,Bispebjerg Bakke 22,Frederik Vs Vej 13  (Rigshospital P huset),None,N
t63,Albaniensgade 4,Arne Jacobsens Alle 7,None,N
t863,Egirsgade 65,Nesbyholmvej 1,2,Y
t996,Arne Jacobsens Alle 7,Egirsgade 65,None,N
t827,Egirsgade 65,Solvgade 11,1,Y
t276,Halvtolv 19,Bispebjerg Bakke 22,None,N
t598,Drechselsgade 13,Esthersvej 34,None,N
t398,Amalievej 1,Solvgade 11,None,N
t256,Halvtolv 19,Borups Plads (overfor Stefansgade 73),None,N
t349,Solvgade 11,Westend 8,None,N
t1465,Westend 8,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),None,N
t293,Halvtolv 19,Egirsgade 65,None,N
t1426,Dronninglundvej 12,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),4,Y
t544,Esthersvej 34,Westend 8,None,N
t591,Drechselsgade 13,Halvtolv 19,None,N
