traveller_id,cus_o,cus_d,highest_pl,whether_request
t539,Esthersvej 34,Vigerslev Venge 60,None,N
t449,Amalievej 1,Egirsgade 65,None,N
t1136,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Halvtolv 19,None,N
t834,Egirsgade 65,Drechselsgade 13,2,Y
t758,Bygmestervej 59,Orientkaj 4,None,N
t347,Solvgade 11,Dronninglundvej 12,None,N
t441,Amalievej 1,Esthersvej 34,None,N
t1108,Frederik Vs Vej 13  (Rigshospital P huset),Orientkaj 4,None,N
t62,Albaniensgade 4,Borups Plads (overfor Stefansgade 73),None,N
t1252,Borgbjergsvej 43,Solvgade 11,None,N
t724,Orientkaj 4,Borups Plads (overfor Stefansgade 73),None,N
t284,Halvtolv 19,Esthersvej 34,4,Y
t1267,Borgbjergsvej 43,Borups Plads (overfor Stefansgade 73),4,Y
t790,Bygmestervej 59,Amalievej 1,1,Y
t123,Bispebjerg Bakke 22,Halvtolv 19,None,N
t1326,Vigerslev Venge 60,Halvtolv 19,None,N
t1245,Borgbjergsvej 43,Bispebjerg Bakke 22,None,N
t1277,Borgbjergsvej 43,Dronninglundvej 12,4,Y
t50,Albaniensgade 4,Esthersvej 34,None,N
t727,Orientkaj 4,Arne Jacobsens Alle 7,None,N
t518,Esthersvej 34,Amalievej 1,None,N
t4,Albaniensgade 4,Nesbyholmvej 1,None,N
t1240,Borgbjergsvej 43,Westend 8,None,N
t946,Borups Plads (overfor Stefansgade 73),Amalievej 1,None,N
t595,Drechselsgade 13,Amalievej 1,1,Y
t341,Solvgade 11,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),None,N
t774,Bygmestervej 59,Vigerslev Venge 60,None,N
t468,Esthersvej 34,Albaniensgade 4,None,N
t664,Orientkaj 4,Albaniensgade 4,None,N
t387,Solvgade 11,Westend 8,None,N
t996,Arne Jacobsens Alle 7,Egirsgade 65,None,N
t83,Bispebjerg Bakke 22,Halvtolv 19,None,N
t781,Bygmestervej 59,Albaniensgade 4,4,Y
t195,Nesbyholmvej 1,Albaniensgade 4,None,N
t1118,Frederik Vs Vej 13  (Rigshospital P huset),Soborg Hovedgade 88 /Carl Blochs Alle (p plads),4,Y
t621,Drechselsgade 13,Westend 8,None,N
t1432,Dronninglundvej 12,Westend 8,2,Y
t795,Bygmestervej 59,Drechselsgade 13,None,N
t91,Bispebjerg Bakke 22,Husumvej (overfor 131),None,N
t20,Albaniensgade 4,Egirsgade 65,None,N
t606,Drechselsgade 13,Egirsgade 65,None,N
t210,Nesbyholmvej 1,Drechselsgade 13,None,N
t1318,Vigerslev Venge 60,Westend 8,None,N
t1331,Vigerslev Venge 60,Amalievej 1,None,N
t854,Egirsgade 65,Dronninglundvej 12,None,N
t1528,Westend 8,Drechselsgade 13,None,N
t882,Egirsgade 65,Arne Jacobsens Alle 7,None,N
t1365,Dronninglundvej 12,Halvtolv 19,None,N
t693,Orientkaj 4,Borgbjergsvej 43,None,N
t974,Borups Plads (overfor Stefansgade 73),Westend 8,None,N
t1153,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Borups Plads (overfor Stefansgade 73),None,N
t463,Amalievej 1,Dronninglundvej 12,1,Y
t226,Nesbyholmvej 1,Borgbjergsvej 43,4,Y
t857,Egirsgade 65,Westend 8,None,N
t675,Orientkaj 4,Esthersvej 34,None,N
t780,Bygmestervej 59,Albaniensgade 4,None,N
t1537,Westend 8,Borups Plads (overfor Stefansgade 73),None,N
t220,Nesbyholmvej 1,Arne Jacobsens Alle 7,None,N
t1247,Borgbjergsvej 43,Nesbyholmvej 1,None,N
t819,Egirsgade 65,Albaniensgade 4,None,N
t986,Arne Jacobsens Alle 7,Amalievej 1,None,N
t94,Bispebjerg Bakke 22,Orientkaj 4,None,N
t498,Esthersvej 34,Borgbjergsvej 43,None,N
t1197,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Borgbjergsvej 43,1,Y
t1211,Borgbjergsvej 43,Halvtolv 19,None,N
t694,Orientkaj 4,Borgbjergsvej 43,None,N
t1355,Vigerslev Venge 60,Dronninglundvej 12,None,N
t647,Drechselsgade 13,Borups Plads (overfor Stefansgade 73),None,N
t681,Orientkaj 4,Bygmestervej 59,None,N
t343,Solvgade 11,Borgbjergsvej 43,None,N
t263,Halvtolv 19,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),None,N
t584,Husumvej (overfor 131),Westend 8,None,N
t559,Husumvej (overfor 131),Esthersvej 34,1,Y
t1152,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Borups Plads (overfor Stefansgade 73),None,N
t528,Esthersvej 34,Egirsgade 65,None,N
t108,Bispebjerg Bakke 22,Borgbjergsvej 43,None,N
t67,Albaniensgade 4,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),1,Y
