traveller_id,cus_o,cus_d,highest_pl,whether_request
t1160,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Vigerslev Venge 60,None,N
t448,Amalievej 1,Bygmestervej 59,4,Y
t1241,Borgbjergsvej 43,Westend 8,3,Y
t1535,Westend 8,Egirsgade 65,None,N
t765,Bygmestervej 59,Arne Jacobsens Alle 7,None,N
t676,Orientkaj 4,Esthersvej 34,None,N
t1376,Dronninglundvej 12,Orientkaj 4,None,N
t18,Albaniensgade 4,Bygmestervej 59,None,N
t577,Husumvej (overfor 131),Borgbjergsvej 43,4,Y
t1129,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Albaniensgade 4,None,N
t1080,Frederik Vs Vej 13  (Rigshospital P huset),Soborg Hovedgade 88 /Carl Blochs Alle (p plads),2,Y
t566,Husumvej (overfor 131),Egirsgade 65,None,N
t1391,Dronninglundvej 12,Borgbjergsvej 43,None,N
t1135,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Halvtolv 19,None,N
t170,Nesbyholmvej 1,Drechselsgade 13,None,N
t1515,Westend 8,Bispebjerg Bakke 22,None,N
t1477,Westend 8,Bispebjerg Bakke 22,None,N
t1152,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Borups Plads (overfor Stefansgade 73),None,N
t1490,Westend 8,Drechselsgade 13,None,N
t1412,Dronninglundvej 12,Drechselsgade 13,None,N
t1332,Vigerslev Venge 60,Esthersvej 34,None,N
t827,Egirsgade 65,Solvgade 11,None,N
t913,Borups Plads (overfor Stefansgade 73),Drechselsgade 13,None,N
t387,Solvgade 11,Westend 8,None,N
t1108,Frederik Vs Vej 13  (Rigshospital P huset),Orientkaj 4,None,N
t832,Egirsgade 65,Esthersvej 34,None,N
t982,Arne Jacobsens Alle 7,Halvtolv 19,None,N
t411,Amalievej 1,Egirsgade 65,None,N
t1464,Westend 8,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),None,N
t1339,Vigerslev Venge 60,Bygmestervej 59,None,N
t907,Borups Plads (overfor Stefansgade 73),Amalievej 1,3,Y
t510,Esthersvej 34,Bispebjerg Bakke 22,None,N
t1394,Dronninglundvej 12,Westend 8,None,N
t366,Solvgade 11,Drechselsgade 13,None,N
t930,Borups Plads (overfor Stefansgade 73),Vigerslev Venge 60,None,N
t932,Borups Plads (overfor Stefansgade 73),Dronninglundvej 12,None,N
t1341,Vigerslev Venge 60,Egirsgade 65,None,N
t889,Egirsgade 65,Borgbjergsvej 43,None,N
t1142,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Esthersvej 34,4,Y
t1123,Frederik Vs Vej 13  (Rigshospital P huset),Vigerslev Venge 60,None,N
t890,Egirsgade 65,Vigerslev Venge 60,None,N
t443,Amalievej 1,Drechselsgade 13,None,N
t664,Orientkaj 4,Albaniensgade 4,None,N
t1281,Vigerslev Venge 60,Albaniensgade 4,None,N
t776,Bygmestervej 59,Dronninglundvej 12,1,Y
t1242,Borgbjergsvej 43,Westend 8,None,N
t904,Borups Plads (overfor Stefansgade 73),Halvtolv 19,None,N
t226,Nesbyholmvej 1,Borgbjergsvej 43,None,N
t1104,Frederik Vs Vej 13  (Rigshospital P huset),Esthersvej 34,None,N
t894,Egirsgade 65,Westend 8,None,N
t777,Bygmestervej 59,Westend 8,None,N
t275,Halvtolv 19,Bispebjerg Bakke 22,None,N
