traveller_id,cus_o,cus_d,highest_pl,whether_request
t288,Halvtolv 19,Drechselsgade 13,None,N
t891,Egirsgade 65,Vigerslev Venge 60,None,N
t509,Esthersvej 34,Bispebjerg Bakke 22,None,N
t1197,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Borgbjergsvej 43,3,Y
t1389,Dronninglundvej 12,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),None,N
t301,Halvtolv 19,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),None,N
t678,Orientkaj 4,Drechselsgade 13,None,N
t723,Orientkaj 4,Egirsgade 65,None,N
t1434,Dronninglundvej 12,Westend 8,None,N
t1249,Borgbjergsvej 43,Halvtolv 19,None,N
t1130,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Albaniensgade 4,2,Y
t1167,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Albaniensgade 4,None,N
t622,Drechselsgade 13,Westend 8,None,N
t558,Husumvej (overfor 131),Esthersvej 34,None,N
t3,Albaniensgade 4,Nesbyholmvej 1,None,N
t847,Egirsgade 65,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),None,N
t673,Orientkaj 4,Amalievej 1,None,N
t990,Arne Jacobsens Alle 7,Drechselsgade 13,None,N
t661,Drechselsgade 13,Westend 8,2,Y
t296,Halvtolv 19,Borups Plads (overfor Stefansgade 73),None,N
t720,Orientkaj 4,Bygmestervej 59,None,N
t606,Drechselsgade 13,Egirsgade 65,None,N
t988,Arne Jacobsens Alle 7,Esthersvej 34,None,N
t832,Egirsgade 65,Esthersvej 34,None,N
t1290,Vigerslev Venge 60,Solvgade 11,None,N
t949,Borups Plads (overfor Stefansgade 73),Esthersvej 34,None,N
t607,Drechselsgade 13,Borups Plads (overfor Stefansgade 73),None,N
t900,Borups Plads (overfor Stefansgade 73),Bispebjerg Bakke 22,None,N
t482,Esthersvej 34,Drechselsgade 13,None,N
t55,Albaniensgade 4,Orientkaj 4,3,Y
t553,Husumvej (overfor 131),Halvtolv 19,None,N
t1372,Dronninglundvej 12,Esthersvej 34,None,N
t1258,Borgbjergsvej 43,Drechselsgade 13,None,N
t1162,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Dronninglundvej 12,2,Y
t146,Bispebjerg Bakke 22,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),3,Y
t1384,Dronninglundvej 12,Arne Jacobsens Alle 7,None,N
t567,Husumvej (overfor 131),Egirsgade 65,None,N
t115,Bispebjerg Bakke 22,Westend 8,None,N
t341,Solvgade 11,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),None,N
t938,Borups Plads (overfor Stefansgade 73),Bispebjerg Bakke 22,None,N
t563,Husumvej (overfor 131),Orientkaj 4,3,Y
t353,Solvgade 11,Bispebjerg Bakke 22,None,N
t130,Bispebjerg Bakke 22,Husumvej (overfor 131),None,N
t1339,Vigerslev Venge 60,Bygmestervej 59,4,Y
t498,Esthersvej 34,Borgbjergsvej 43,None,N
t890,Egirsgade 65,Vigerslev Venge 60,None,N
t562,Husumvej (overfor 131),Orientkaj 4,None,N
t638,Drechselsgade 13,Husumvej (overfor 131),None,N
t59,Albaniensgade 4,Egirsgade 65,1,Y
t1338,Vigerslev Venge 60,Orientkaj 4,None,N
t182,Nesbyholmvej 1,Frederik Vs Vej 13  (Rigshospital P huset),None,N
t1106,Frederik Vs Vej 13  (Rigshospital P huset),Drechselsgade 13,None,N
t654,Drechselsgade 13,Borgbjergsvej 43,None,N
t313,Solvgade 11,Albaniensgade 4,1,Y
t689,Orientkaj 4,Frederik Vs Vej 13  (Rigshospital P huset),None,N
t1203,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Westend 8,None,N
t1369,Dronninglundvej 12,Amalievej 1,1,Y
t356,Solvgade 11,Nesbyholmvej 1,3,Y
t116,Bispebjerg Bakke 22,Westend 8,None,N
t1213,Borgbjergsvej 43,Solvgade 11,None,N
t143,Bispebjerg Bakke 22,Frederik Vs Vej 13  (Rigshospital P huset),None,N
t669,Orientkaj 4,Halvtolv 19,None,N
t903,Borups Plads (overfor Stefansgade 73),Halvtolv 19,4,Y
t41,Albaniensgade 4,Bispebjerg Bakke 22,4,Y
t830,Egirsgade 65,Amalievej 1,None,N
t1430,Dronninglundvej 12,Vigerslev Venge 60,None,N
t61,Albaniensgade 4,Borups Plads (overfor Stefansgade 73),1,Y
t413,Amalievej 1,Borups Plads (overfor Stefansgade 73),1,Y
t871,Egirsgade 65,Esthersvej 34,None,N
t1136,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Halvtolv 19,None,N
t452,Amalievej 1,Borups Plads (overfor Stefansgade 73),None,N
t976,Arne Jacobsens Alle 7,Albaniensgade 4,None,N
t1189,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Egirsgade 65,None,N
t663,Orientkaj 4,Albaniensgade 4,None,N
t643,Drechselsgade 13,Bygmestervej 59,None,N
t360,Solvgade 11,Amalievej 1,None,N
t518,Esthersvej 34,Amalievej 1,4,Y
t186,Nesbyholmvej 1,Borgbjergsvej 43,None,N
t300,Halvtolv 19,Frederik Vs Vej 13  (Rigshospital P huset),None,N
t388,Solvgade 11,Westend 8,None,N
t653,Drechselsgade 13,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),4,Y
t157,Nesbyholmvej 1,Albaniensgade 4,1,Y
t1377,Dronninglundvej 12,Orientkaj 4,None,N
t970,Borups Plads (overfor Stefansgade 73),Dronninglundvej 12,None,N
t640,Drechselsgade 13,Orientkaj 4,None,N
t1424,Dronninglundvej 12,Frederik Vs Vej 13  (Rigshospital P huset),None,N
t1371,Dronninglundvej 12,Esthersvej 34,None,N
t751,Bygmestervej 59,Amalievej 1,4,Y
t79,Bispebjerg Bakke 22,Albaniensgade 4,None,N
t473,Esthersvej 34,Nesbyholmvej 1,3,Y
t258,Halvtolv 19,Arne Jacobsens Alle 7,None,N
t308,Halvtolv 19,Dronninglundvej 12,None,N
t657,Drechselsgade 13,Vigerslev Venge 60,None,N
t1174,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Halvtolv 19,None,N
t1488,Westend 8,Husumvej (overfor 131),None,N
t1471,Westend 8,Dronninglundvej 12,None,N
t979,Arne Jacobsens Alle 7,Nesbyholmvej 1,None,N
t200,Nesbyholmvej 1,Halvtolv 19,None,N
t1298,Vigerslev Venge 60,Orientkaj 4,None,N
t421,Amalievej 1,Borgbjergsvej 43,None,N
t1284,Vigerslev Venge 60,Bispebjerg Bakke 22,None,N
t1231,Borgbjergsvej 43,Arne Jacobsens Alle 7,None,N
t287,Halvtolv 19,Drechselsgade 13,None,N
t1260,Borgbjergsvej 43,Orientkaj 4,3,Y
t273,Halvtolv 19,Albaniensgade 4,None,N
t1366,Dronninglundvej 12,Halvtolv 19,None,N
t1486,Westend 8,Esthersvej 34,None,N
t62,Albaniensgade 4,Borups Plads (overfor Stefansgade 73),3,Y
t967,Borups Plads (overfor Stefansgade 73),Borgbjergsvej 43,None,N
t951,Borups Plads (overfor Stefansgade 73),Drechselsgade 13,None,N
t769,Bygmestervej 59,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),2,Y
t843,Egirsgade 65,Arne Jacobsens Alle 7,None,N
t7,Albaniensgade 4,Solvgade 11,None,N
t250,Halvtolv 19,Orientkaj 4,None,N
t355,Solvgade 11,Nesbyholmvej 1,None,N
t490,Esthersvej 34,Borups Plads (overfor Stefansgade 73),None,N
t249,Halvtolv 19,Drechselsgade 13,None,N
t381,Solvgade 11,Borgbjergsvej 43,4,Y
t1404,Dronninglundvej 12,Halvtolv 19,None,N
t469,Esthersvej 34,Albaniensgade 4,None,N
t371,Solvgade 11,Egirsgade 65,None,N
t1228,Borgbjergsvej 43,Borups Plads (overfor Stefansgade 73),None,N
t1348,Vigerslev Venge 60,Frederik Vs Vej 13  (Rigshospital P huset),None,N
t477,Esthersvej 34,Solvgade 11,None,N
t1104,Frederik Vs Vej 13  (Rigshospital P huset),Esthersvej 34,None,N
t161,Nesbyholmvej 1,Halvtolv 19,None,N
t624,Drechselsgade 13,Albaniensgade 4,1,Y
t264,Halvtolv 19,Borgbjergsvej 43,None,N
t1183,Soborg Hovedgade 88 /Carl Blochs Alle (p plads),Drechselsgade 13,None,N
t91,Bispebjerg Bakke 22,Husumvej (overfor 131),None,N
t1270,Borgbjergsvej 43,Frederik Vs Vej 13  (Rigshospital P huset),None,N
t1118,Frederik Vs Vej 13  (Rigshospital P huset),Soborg Hovedgade 88 /Carl Blochs Alle (p plads),3,Y
t733,Orientkaj 4,Borgbjergsvej 43,4,Y
t470,Esthersvej 34,Bispebjerg Bakke 22,None,N
t254,Halvtolv 19,Egirsgade 65,None,N
t345,Solvgade 11,Vigerslev Venge 60,None,N
